['h', 'e', 'y'],11,0.049049399996874854
['e', 'l', 'l'],5,0.021065900000394322
['b', 'u', 's'],8,0.019988400003057905
['z', 'i', 'p'],12,0.11689040000055684
['s', 'i', 's'],10,0.07951060000050347
['u', 's', 'e'],7,0.1860138999982155
['i', 'l', 'l'],6,0.03690279999864288
['a', 'l', 'e'],5,0.0056035000015981495
['f', 'o', 'x'],7,0.02554519999830518
['a', 'n', 'd'],6,0.008866700001817662
['m', 'a', 'r'],8,0.09465170000476064
['p', 'e', 'w'],12,0.13533739999547834
['m', 'a', 'r'],8,0.09508289999939734
['a', 'u', 'k'],10,0.020507000001089182
['g', 'a', 'd'],7,0.05434070000046631
['r', 'e', 'm'],9,0.16622840000491124
['t', 'e', 'n'],13,0.20540130000154022
['r', 'e', 'd'],7,0.16601339999760967
['m', 'a', 'c'],5,0.09212249999836786
['o', 'r', 'e'],7,0.108867700000701
